January 22, 2021||Kanpur||300 Odisha farmers on way to Delhi stopped near Kanpur||KANPUR: The Kanpur district police stopped over 300 Odisha farmers in Maharajpur on Kanpur-Fatehpur border on Wednesday night. The farmers were on way to Delhi to express solidarity with the protesting farmers, who have planned to take out a tractor rally on the Delhi border on Republic Day. UP in charge of Nav Nirman Kisan Sanghatan Himanshu Tiwari claimed that the farmers travelling in half-a-dozen buses were detained in Ruma area. However, the district administration denied the charge. Tiwari claimed, “police have detained nearly 300 farmers, who, under the leadership of national convener Nav Nirman Kisan Sanghatan Akshay Kumar, were heading towards Delhi to express solidarity with the protesting farmers, who have planned a mega tractor rally there on Republic Day, in six buses from Odisha. They had left Odisha on January 15.” “As soon as the farmers entered the UP border, police stopped them. We urge all citizens, farmers and political leaders to support the farmers,” said Tiwari adding, “The government can’t stop us from reaching Delhi to raise our voice against these laws.” ADM (City) Atul Kumar said, “Following local intelligence inputs, police force had been deployed at vulnerable points on the outskirts of the district in order to maintain peace in the area. They were stopped from entering the district as Section 144 CrPC is in force.” He, however, rubbished allegations regarding detention and harassment of farmers.||http://timesofindia.indiatimes.com//city/kanpur/300-odisha-farmers-on-way-to-delhi-stopped-near-kanpur/articleshow/80393136.cms||Faiz Rahman Siddiqui
January 22, 2021||India||Vaccine recipients in second round may get time, place options||NEW DELHI: Vaccine recipients in the second round of the anti-Covid immunisation — people above 50 and those who are younger but with co-morbidities — are likely to get an option to fix an appointment at session sites with a choice of place, time and date for immunisation. The request for an immunisation appointment is expected to require identity authentication through Aadhaar to eliminate proxies and duplications, said Ram Sewak Sharma, chairperson of Trai and head of the empowered group on technology and data management in India's anti-Covid campaign. “We have to provide freedom to people to get their vaccinations at the place and date of their choice. This will be facilitated through Aarogya Setu portal and other platforms,” Sharma said. These platforms will be linked with the Co-WIN app for recipient details and recording of other vaccination-related information. Co-WIN will remain the IT platform through which the government will track vaccinations at thousands of sites as also the supply management chain. Asked about software glitches faced at session sites, Sharma said these were minor hiccups and would be fixed completely by the end of this week. Read AlsoVaccination drive: Fewer takers for Covaxin among healthcare workersBhawani Sharma, a nursing staff at Kanwatia Hospital in Jaipur, has been spending a lot of time these days doubling up as a self-styled counsellor. Sharma took the Covaxin jab on Saturday when the vaccination drive was rolled out across the country but found many of her colleagues hesitant to rollThe idea is to better plan and manage vaccination sessions, while also facilitating recipients to get vaccinated at their preferred location. States will have the option to reserve a certain percentage of slots through appointments and keep some slots open for those who want to walk in for inoculation. “Authentication of the person receiving the vaccine is extremely important because of two factors: eligibility and establishing identity. It is to avoid a situation like if you are at a polling booth and realise somebody else has cast your vote,” Sharma said, underlining that Aadhaar was a robust instrument to authenticate identity and eliminate any leakages and loopholes in the system. The government is currently inoculating 3 crore health and frontline workers, who are likely to be covered by March-end. The next round will cover ‘priority’ population groups, including those above 50 years of age and those younger but with co-morbidities with the number estimated at 27 crore. While the data for health and frontline workers was pre-populated in Co-WIN, the government has said other people will have to mandatorily register themselves before vaccination. Those with co-morbidities will also be required to upload a physician’s certificate verifying the disease condition and eligibility for receiving vaccination on priority. On the problems affecting Co-WIN, Sharma said, “When you build a house and move into it, you realise there are minor issues like the bathroom tap may not be working. This is like that. These are minor software glitches which happen in any software when it is initially deployed on such a scale. The team is working on it and we will resolve it very soon,” he added. Sharma said Co-WIN and IT integration will generate major feedback that can then be used for framing policy interventions for public health programmes. “Co-WIN will essentially record the vaccination events and give real-time feedback at the granularity of an individual. It will also ensure there is no black marketing, proxies and no gaming,” Sharma said.||http://timesofindia.indiatimes.com//india/vaccine-recipients-in-second-round-may-get-time-place-options/articleshow/80396240.cms||Sushmi Dey
January 22, 2021||India||China defends setting up ‘Arunachal’ hamlet||NEW DELHI: China defended construction of a village which according to reports based on satellite images put out by US-based imaging firm Planet Labs is allegedly in Arunachal Pradesh, calling it a matter of sovereignty and insisting that it never recognised the “illegally established” Indian state. The Chinese foreign ministry described it as normal construction activities on China’s “own territory”. The Indian government had reacted to the reports saying that China has been carrying out construction along the border and that India has also stepped up building infrastructure such as roads and bridges. India on Monday said it kept a constant watch on all developments having a bearing on the country's security, and took necessary measures to safeguard its sovereignty and territorial integrity. “First, I’d like to tell you that China’s position on the east sector of the China-India boundary, or Zangnan (the southern part of China’s Tibet), is consistent and clear. We have never recognised the so-called Arunachal Pradesh illegally established on the Chinese territory,” said the Chinese foreign ministry spokesperson Hua Chunying. The official was responding to a query about the construction of the dwelling units. China has consistently denied India’s sovereignty over Arunachal Pradesh even though it was Tibet, previous to its takeover by China, that shared borders with India. “China’s normal construction on its own territory is entirely a matter of sovereignty,” added Hua. Hua said China’s development and activities “within our own territory is normal”. Watch Construction in 'own territory' normal, says China on report of encroachment in Arunachal Pradesh||http://timesofindia.indiatimes.com//india/china-defends-setting-up-arunachal-hamlet/articleshow/80396256.cms||---
January 22, 2021||India||Covid-19: Some lie, others play truant to escape being vaccinated||BENGALURU/HYDERABAD: Authorities continued to grapple with the problem of vaccine hesitancy across the country on Thursday, the sixth day of Covid-19 vaccination drive, with healthcare workers allegedly lying about taking the shot in Bengaluru while some staff at government health centres and hospitals in Hyderabad doing the ‘vanishing act’. A health officer of Bruhat Bengaluru Mahanagara Palike said he had come across at least 20 instances where workers faked taking the jab. “One medical officer instructed the nurse to hold a ball of cotton to his arm to make it look like he took the jab,” said a source. Read AlsoVaccine diplomacy: How India is gaining edge over China with supplies to neighboursNEW DELHI: As the battle against coronavirus reaches a turning point, India is sharpening its vaccine diplomacy to reach out to its South Asian neighbours and boost its presence in a region dominated by China. Free shipments containing the first batch of Covishield, the Covid vaccine manufactured byIn Hyderabad, 10-15% of staff at government hospitals, primary health centres and and urban primary health centres haven’t returned to work since January 16, the first day of the campaign. “Few employees are on leave since the vaccination launch day. Few others did not come on the day they were to be vaccinated,” said a vaccination session in charge. Read AlsoIndia begins Covid-19 vaccine exports to Brazil, Saudi ArabiaIndia will begin commercial shipments of Covid-19 vaccines to Brazil and Morocco today, followed by Saudi Arabia and South Africa, as Prime Minister Narendra Modi attempts to burnish his credentials as a key global leader.Beneficiaries proceeded on a sudden leave citing emergency reasons. In Mumbai, though the BMC plans to launch an awareness drive for the second and third vaccination phases, some doctors say there is a need to spread similar awareness in phase one too. (With inputs from Malathy Iyer and Sumitra Deb Roy in Mumbai)||http://timesofindia.indiatimes.com//india/covid-19-some-lie-others-play-truant-to-escape-being-vaccinated/articleshow/80396425.cms||Kiran Parashar
January 22, 2021||India||UP cops to use AI to read faces and help women in distress||LUCKNOW: In a unique project involving use of high-end technology in policing and crime prevention, special Artificial Intelligence (AI) enabled cameras, capable of reading facial expressions, will be installed at 200 crime hotspots in the state capital and will sound alert to the police control room on noticing signs of any women in distress. The project will be part of the Uttar Pradesh government’s Mission Shakti programme launched in October 2020 and the Safe City project of the Union government. Lucknow police commissioner, D K Thakur told TOI on Thursday, “We have identified 200 hotspots across the city on the basis of presence of girls and women in an area and street crime complaints at Women Power Line 1090 and stalking and harassment plaints to UP 112.” A senior police officer said, all the AI-enabled cameras will be linked with the control room, while a ‘pink patrol unit’ and UP 112 emergency response vehicle will remain deployed near the hotspot for assured timely intervention.” The cameras will also be equipped to read number plates and check registration data of vehicles. Any unusual activity will also generate an alert.||http://timesofindia.indiatimes.com//india/up-cops-to-use-ai-to-read-faces-and-help-women-in-distress/articleshow/80396572.cms||Pathikrit Chakraborty
January 22, 2021||World||95% of Covid vaccines used by just 10 countries, says UN||NEW DELHI: The UN Office for Disaster Risk Reduction (UNDRR) has said that the World Health Organisation is struggling to raise $4 billion for securing Covid-19 vaccines for the low and middle-income countries. “It is a troubling situation that 95% of the vaccines that have been administered so far have been used in just 10 countries,” said Mami Mizutori, head of the UNDRR. The UNDRR has urged rich nations to contribute generously, while pointing out how even during the 2004 Indian Ocean tsunami, which affected just 14 countries, more than $6 billion was raised. As on January 20, 53.8 million vaccine doses have been administered across the world. The US leads with 16.5 million doses, followed by China at 15 million, UK (5 million), Israel (3 million), UAE (2.1 million) and Germany, Italy, Turkey, Spain and Russia, each having administered over a million to its population, according to Our World in Data, a Covid-vaccine monitor run by researchers from the Oxford University. “The roll-out must start somewhere but low and middle-income countries with large exposed populations are being overlooked. I urge the international community to fund the COVAX initiative so that immunity is not the privilege of the few but the right of all,” Mizutori said. She expressed concern for the fact that not many countries are “as forthcoming in the generous way that we saw after the Indian Ocean tsunami which killed 2,28,000 people”.||http://timesofindia.indiatimes.com//world/rest-of-world/95-of-covid-vaccines-used-by-just-10-countries-says-un/articleshow/80396606.cms||Pradeep Thakur
January 22, 2021||India||Covid-19: PM Modi, politicians over 50 years of age eligible for shots in phase-2||NEW DELHI: In response to reports of Prime Minister Modi being likely to receive the Covid vaccine in the next round of inoculation, official sources said those above 50, including many politicians, would automatically be covered in the second phase. They pointed out that the Prime Minister had recently told the chief ministers at a meeting that politicians need not jump the line and should wait their turn to get inoculated. “The Prime Minister and most chief ministers are in this age bracket, and might be covered, but there is no confirmation about when exactly he or chief ministers will be vaccinated,” an official source said.  It was also pointed out that the vaccination drive has only just begun with the first round of the two-shot regime being given to around 10 lakh people. Some 1 crore healthcare workers are to receive the vaccine shots. There is no estimate as yet of when the second round of recipients will be inoculated.||http://timesofindia.indiatimes.com//india/covid-19-pm-modi-politicians-over-50-years-of-age-eligible-for-shots-in-phase-2/articleshow/80396627.cms||---
January 22, 2021||World||Jabs reach Bangladesh, Nepal; Myanmar to get them today||As vaccines gifted by India reached Kathmandu and Dhaka on Thursday, it was the culmination of a series of steps by the government to keep the focus on the immediate neighbourhood as the world struggled with a pandemic. On Friday, a consignment containing 1.5 million doses of Covishield vaccines will reach Yangon, Myanmar. On Thursday, one million doses of vaccines landed in Nepal and 2 million doses landed in Dhaka. Except for Sri Lanka and Afghanistan (which have not yet given regulatory clearances), India has supplied the first doses of vaccines to almost all its immediate neighbours. Interestingly, Pakistan gave emergency authorisation to the AstraZeneca vaccine last week, but it’s not yet clear where it would source the vaccine from. Beyond the immediate neighbourhood, India is also looking to provide Covid-19 vaccine to important defence and security partners in the Indian Ocean with a consignment of 100,000 doses likely to reach Mauritius, and another 50,000 doses to Seychelles, on Friday. India has already donated Covishield vaccine to Sri Lanka and Maldives. “India’s vaccine diplomacy demonstrates India’s role as a reliable partner and a net provider of humanitarian assistance in the Indian Ocean region,” said a source.||http://timesofindia.indiatimes.com//world/south-asia/jabs-reach-bangladesh-nepal-myanmar-to-get-them-today/articleshow/80396655.cms||---
January 22, 2021||Patna||Deputy CM opens 20-bed private hospital in Gaya||GAYA: Deputy CM Renu Devi inaugurated a 25-bed private multispecialty hospital in Gaya on Thursday. The hospital will provide emergency treatment to patients. Director of the new facility, Vaishnavi Multispeciality Hospital, Rahul Kumar, said, “Treatment facilities for all types of emergency cases will be available under one roof at the hospital. There are facilities like emergency and trauma centre, general medicine, neurology and neurosurgery, general surgery, leproscopic surgery, kidney and urology, physiotherapy, skin disease physiotherapy, endocrinology, stomach related problems, tuberculosis and pathology. Kumar, also a Gaya Municipal Corporation councillor from ward number 13, said the hospital has intensive care, coronary care, neonatal intensive care and paediatric intensive care units.||http://timesofindia.indiatimes.com//city/patna/deputy-cm-opens-20-bed-private-hospital-in-gaya/articleshow/80393065.cms||---
January 22, 2021||Business||RBI sees V-shaped recovery, likely room for policy easing||TNN Mumbai: Forecasting a V-shaped recovery, the Reserve Bank of India (RBI) has said that if growth momentum continues and inflation stays benign, there would room for policy action to support growth. The observation was made in the central bank’s ‘State of the Economy’ report released on Thursday. It comes at a time when the central bank has started “normalising” the liquidity in the money markets by draining out the surplus it had pumped in to stave off an economic crisis in the wake of the Covid pandemic. “Recent shifts in the macroeconomic landscape have brightened the outlook, with GDP in striking distance of attaining positive territory and inflation easing closer to the target. If these movements sustain, policy space could open up to further support the recovery,” the RBI said in the report. Stating that the worst of the Covid crisis is now behind, the RBI — quoting William Shakespeare — wrote, “Recent high-frequency indicators suggest that the recovery is getting stronger in its traction and soon the winter of our discontent will be made glorious summer.” The report stated that consumer confidence is expected to improve from January 2021, peak in July 2021 and continue till September ahead of the next festival season. “Going forward, two positive features are going to shape up the fiscal landscape in H2. First, the general government gross fiscal deficit to GDP ratio is likely to moderate to 10.4%. This development will be revenue-driven as the war effort of H2 bears fruit and receipts return to positive territory. Second, the quality of the fiscal deficit is also likely to be better in H2,” the report said. The RBI also sees a revival in non-oil exports due to rise in shipments of drugs and pharmaceuticals, agricultural items and iron ore. “India is already manufacturing 60% of the vaccines sold globally. Furthermore, the production-linked incentive (PLI) scheme introduced for bulk drugs and medical devices has received a positive response and is expected to support pharmaceutical and medical exports going forward,” RBI said.||http://timesofindia.indiatimes.com//business/india-business/rbi-sees-v-shaped-recovery-likely-room-for-policy-easing/articleshow/80394561.cms||---
January 22, 2021||Business||When ‘gut’ ruled, he got ‘research’ done||Partha.Sinha@timesgroup.com In the early 1960s when a fresh commerce graduate in his 20s analysed companies’ balance sheets and annual reports, attended AGMs, quizzed managements and visited manufacturing facilities, not many were amused. The young man only wanted to understand companies better to invest in their stocks, but in the days when speculation and ‘gut’ ruled Dalal Street, stock research was an alien idea. Kisan Ratilal Choksey, however, was sure he wanted to invest in stocks only after thorough research. Madras Cement (now Ramco Cement) and Bajaj Auto were two of his initial recommendations in which “my clients and I made good money”, he said. Choksey also believed in the ‘skin in the game’ principle. “I always believed in buying into companies that I recommended to my clients.” He still holds Bajaj Auto and the three offshoots of the Pune-based group: Bajaj Finance, Bajaj Finserv and Bajaj Holdings. Some of his early picks also included Grasim, MICO (now Bosch India) and MRF. After working for 18 years with M K Choksey & Co, an old broking firm run by his uncle, Choksey branched out on his own in 1979. He set up K R Choksey Shares & Securities. In the last six decades, Kisanbhai, as he’s fondly called on the Street, has chiselled his research-based stock-picking skills. “Even today I attend AGMs, read a balance sheet, speak to the company management,” he said. Choksey was also a director of the BSE for eight years and a trustee of the exchange’s Investor Protection Fund for three. His mantra to prospective investors hasn’t changed: Understand the company, its business model and the management’s growth plan. And “in the current globalised world, one should also have a good understanding of the Indian economy and the world economy”, he signed off.||http://timesofindia.indiatimes.com//business/india-business/when-gut-ruled-he-got-research-done/articleshow/80394704.cms||Partha Sinha
January 22, 2021||Kolkata||In biggest vax drive, West Bengal eyes 400 sites, 40,000 recipients today||KOLKATA: Bengal will attempt its biggest vaccination drive on Friday, targeting 40,000 healthcare workers across 400 vaccination sites. The move came after flexibility to map recipients on the Co-WIN application, extended vaccination time till 7pm and follow-up with recipients over phone pushed up footfall in the 94 sites to 81% — highest since Saturday — with 7,692 people turning up for the shot. The state now has 207 vaccination sites. The centres went down to 94 on Thursday because primary health centres, many of which have outreach programmes for routine immunization, were excluded. “The target from the 94 sites on Thursday was 9,400 recipients, of which we achieved 7,692. Vaccinations will be held from 400-plus centres on Friday,” said director of health services (DHS) Ajay Chakraborty. All medical colleges will have two session sites and college authorities have been allotted 200 recipients at each booth. Despite a slow start on Thursday, most vaccination centres had a better turnout. Alarmed by low attendance till 4pm, hospitals began calling in additional candidates whose data had been fed into Co-Win. The flexibility in the application allowed planners to feed data of an extra 100 healthcare workers in addition to the 100-120 target recipients. The hard copies allowed people to call up these recipients. Additionally, Bengal decided to extend the vaccination time till 7pm at most centres. “Till 3pm, we had only 36 people out of 200 turning up at our vaccination centre. From 3.30pm, we began calling up candidates from a separate list. The move spiked the number of footfalls and, by end of the day, we vaccinated 102-odd healthcare workers,” said an official at SSKM Hospital. At Kolkata Medical College and Hospital, too, there was a sharp rise in number post 4pm, when willing recipients were called in after manually adding them on Thursdays list. “We ended up vaccinating 100-odd people. The number would have gone up if some hadn’t backed out after seeing television reports on AEFI cases,” said Indranil Biswas, medical superintendent and vice-principal (MSVP) at Medical College Hospital. The scene at SSKM, where the turnout had been low from the morning, changed once the willing candidates — many of them group D staffers — were called in. “Between 4pm and 4.30pm, around 70 people thronged the vaccination site. At one point, there was a large queue and we had to ask some to wait outside,” said a security guard outside the vaccination site at SSKM Hospital. ID Hospital, where the turnout had dropped in the past two days, recorded 123 recipients being inoculated on Thursday. “In addition to receiving calls from the hospital, the recipients received text messages from Co-WIN on time, making it easier for us,” said community medicine expert Sanjib Bandypadhayay, the supervisor at ID Hospital. Medical colleges are gearing up to operate two session sites from Friday. A list of 400 recipients allotted by Co-WIN is already with each college. “We are ready for two booths. Trained manpower is not an issue,” said Sandip Ghosh, MSVP, Calcutta National Medical College.||http://timesofindia.indiatimes.com//city/kolkata/in-biggest-vax-drive-state-eyes-400-sites-40000-recipients-today/articleshow/80393133.cms||Sumati Yengkhom
